entry,emotion
"This is a comedy of morals, so occasionally a gentle touch of bitterness occurs, but a lightness soften all sarcasm and irony flows till all of a sudden one moment will halt your heart and changes everything.<br /><br />This film, marvelously written and directed, is a gem that shines perfectly, with beautiful acting by all. Jean-Louis Trintignant is exquisite as usual, and Romy Schneider is a pearl, perfect and glowing, that is not to be missed. A truly wonderful film !!",H
"This is not ""so bad that it is good,"" it is purely good! For those who don't understand why, you have the intellect of a four year old (in response to a certain comment...) Anyways, Killer Tomatoes Eat France is a parody of itself, a parody of you, and a parody of me. It is the single most genius text in cinematic history. I have it and the three prequels sitting on my DVD rack next to Herzog and Kurosawa. It embodies the recognition of absurdity and undermines all that you or me call standard. I write scripts and this movie single-handedly opened up a genre of comedy for me, the likes of which we have never seen. It can only be taken in portions... its sort of exploitive... by now I'm just trying to take up the ten line minimum. My comment ended a while ago. Hopefully it works when I submit it now.",H
"The premise of the story is simple: An old man living alone in the woods accidentally stumble upon a murder of a small child, and tries to convince the police that the murder has occurred. Though very little dialog is provided throughout the film, the visual narrative told by the camera's eye alone made the film quite engaging. The setting of the gray woods conveys a feeling of loneliness, which complements the quietness of the characters themselves. We can also sense helplessness in the old man's inability to convince the police of the murder, which parallels the silenced child's inability to tell her own story.<br /><br />True horror lies in feelings of hopelessness, helplessness, and irrationality. This film successfully addresses these elements by visuals alone, rather than relying on cheap sound effects or blood and gore that other bad horror films use when the narrative is weak.<br /><br />Cleverly, the story unfolds at a slow pace to build up tension for a few creepy and startling moments. The ending is also unexpected and believable. Reminiscent of Japanese horror films, such as ""The Ring,"" and ""Dark Water,"" or English horror films, such as ""Lady in Black,"" and ""The Innocents,"" this film provides viewers the experience of true atmosphere horror. I recommend anyone who enjoys a good chilling to the bone scare to give this film a try.<br /><br />By the way, if you haven't seen the films I just mentioned above, you might want to give them a try as well.",H
"One word can describe this movie and that is weird. I recorded this movie one day because it was a Japanese animation and it was old so I thought it would be interesting. Well it was, the movie is about a young boy who travels the universe to get a metal body so he can seek revenge. On the way he meets very colorful characters and must ultimately decide if he wants the body or not. Very strange, if you are a fan of animation/science-fiction you might want to check this out.",H
"In my mind the best of the Ealing comedies and one of my favourite films of all time. The theme of workers v. management (with lots of talk of unions and rights) perhaps dates the film a bit now as it's no longer a subject discussed all that much but that doesn't stop ""White Suit"" from being a show stopping classic.<br /><br />The plot, about a man trying to create a revolutionary new fabric which ends up putting the textiles industry into turmoil, doesn't sound exciting when written down but the film retains that essential spark of fantasy mixed with reality that marks it out as a true Ealing comedy. The fabric repels dirt and can never wear out! The titular white suit that Alec Guinness wears throughout the second half becomes the centrepiece for several iconic images and sequences, such as Guinness being able to use his indestructible thread to scale a sheer wall! The script itself is full of dry wit - ""Is he all right?"" ""Yes."" ""Pity."" - and characterisation is first rate. I'm always astonished by the wonderful direction in these films as well. Comedies of later eras would adopt a ""point the camera at the actors and let it roll"" mentality but the Ealing films always attempted interesting lighting and angles and innovations. This film is no exception.<br /><br />Of course, it's the cast that lifts the material to dizzying heights. Alec Guinness gives a fantastically understated performance, with eyes that convey wonder, joy and",H
"I have complained to ABC about the cancellation of six degrees. If enough people do the same then it could be enough to bring this fabulous show back to life!! Just go onto the official site and the rest is simple enough. I do not understand why this show has been cancelled. What a fantastic show, cast and characters. The whole concept is gripping viewing! I am astounded that my favourite show is over after just one series. Why is this? Six degrees is phenomenal, it's better than so many other TV programmes out there! Until I heard they were stopping it from a friend it hadn't even occurred to me that this might happen.",H
"What can i say about the first film ever?<br /><br />You can't rate this, because it's not supposed to be entertaining. But if you HAVE to rate it, you should give it a 10. It is stunning to see moving images from the year 1895. This was one of the most important movies in history. I wonder how it was to be one of the people who saw the first movie ever!<br /><br />",H
"Bell, Book and Candle was one of the great pop culture phenomena of the mid-twentieth century, very similar to the phenoms we see today (back in the 70's - more than ten years later - there were still endless references to this film). It made Novak a huge star, put a nice item on Jack Lemon's resume, cast new light on Jimmy Stewart, and gave Lancaster and Gingold new avenues to explore in their careers (both went on to continue to play witches and other curious ""old bats"", in film and television).<br /><br />Along with the 40s movie I Married a Witch (which helped to make Veronica Lake an icon), Bell, Book and Candle inspired the grand film and TV fascination with all things witchy that began with Bewitched and has continued through Practical Magic, Worst Witch and Harry Potter.<br /><br />What I rarely see noted is that the movie is also a rather interesting alternative Xmas movie. The story takes place over the Christmas holidays, and, despite the fact that it is superficially about witchcraft, actually embodies a great deal of Xmas spirit (giving, love, family, self-sacrifice, etc).<br /><br />I will always watch this movie (have seen it several times since my first viewing in the early 90's) particularly if it is shown around or just after the holiday season. It has style, substance, a great cast, and terrific production values. And like Adam's Rib, it casually expresses ideas that were rather radical for its time, are radical even",H
"Dark Angel is a cross between Huxley's Brave New World and Percy's Love in the Ruins--portraying the not too distant future as a disturbing mixture of chaos and order, both in the worst sense of the word. Once one swallows the premise that all modern technology can be brought to a standstill by ""the Pulse,"" it provides an entertaining landscape for exploring the personalities of and relationships between the two primary characters--Max (the Dark Angel/bike messenger) and Logan (the rich rebel). It seems uneven, perhaps a result of a variety of authors, but is held together by the energetic, beautiful, and charming Jessica Alba, who seems both strong and calloused yet vulnerable and sensitive. I think that Fox has done it again.",H
"This short is a puzzlement. Words fail me here, as this is almost indescribable, Technically exceptional after more than 90 years (the visuals are remarkable and even occasionally amazing), this is not something you watch if you like things that are mundane or ""normal'-because it most certainly is not either. This be an odd one, gang. Well worth checking out, but if things like Ren and Stimpy make your head hurt, you may want to skip this. Recommended.",H
"North Africa in the 1930's. To a small Arab town on the edge of the Sahara comes a beautiful woman looking for meaning to her life & a handsome Trappist monk fleeing from his crisis of faith. They will meet and passions will be stirred, but not even the Sand Diviner knows if they will find happiness or sorrow, here, in THE GARDEN OF ALLAH.<br /><br />The plot is pure hokum, but the film is still great fun & beautiful to look at. Marlene Dietrich & Charles Boyer are a superb screen couple. She is, to put it simply, gorgeous, and Boyer gives a most effective, understated performance, letting his sensitive face do much of his acting for him. <br /><br />The supporting cast is excellent: Basil Rathbone, in a sympathetic role as a Count who loves the desert; Joseph Schildkraut as a friendly, talkative guide (all the ""Arabic"" he & others speak in the film is pure gibberish); Lucile Watson as a gentle Mother Superior; Alan Marshal as an honorable young French officer; Tilly Losch as a dangerous dancer; Henry Brandon as a comic porter; John Carradine as the mysterious Sand Diviner; and magnificent Sir C. Aubrey Smith as a wise old priest.<br /><br />Movie mavens will recognize Helen Jerome Eddy as a nun; Marcia Mae Jones & Bonita Granville (peeking over the nun's shoulder) as convent girls; gaunt Nigel De Brulier as a monastery lector; and Ferdinand Gottschalk as a hotel clerk, all uncredited.<br /><br />Color films of",H
"This movie is bufoonery! and I loved it! The ""dragon lord"" (Jacky Chan) and his buddy, ""cowboy"", totally made the movie fun, meaningful, and just plain silly. The movie is a rare blend of a good vs. evil fight and (somehow) the wonders and fun that is growing up. Long Shao Ye takes the viewer through the daily activities of the young ""dragon lord"" (so named because he is the son of a wealthy family) and ""cowboy"", which include implementing clever, elaborate ways to escape studying (with the help of the entire household, including the tutor), competing in rather boyish (and idiotically interesting) ways to gain the affection of a local girl, competing in ""soccer"" (you will see what i mean) and the list goes on. Somehow they find themselves in the midst of a fight to save the a shipment of valuable antiques and the lives of several people.<br /><br />The movie has its serious moments. But they do not depress, but rather inspire. The playfulness of the boys are not lost in this exchange, but is actually employed against evil. What I really loved about this movie is how it ends. Not the typical confrontation (which in itself was awesome), but well, you'll see. Let me just say it truly captures the spirit of the movie.<br /><br />silly, witty, meaningful, and nostalgic. great movie.",H
"I have to say that this miniseries was the best interpretation of the beloved novel ""Jane Eyre"". Both Dalton and Clarke are very believable as Rochester and Jane. I've seen other versions, but none compare to this one. The best one for me. I could never imagine anyone else playing these characters ever again. The last time I saw this one was in 1984 when I was only 13. At that time, I was a bookworm and I had just read Charlotte Bronte's novel. I was completely enchanted by this miniseries and I remember not missing any of the episodes. I'd like to see it again because it's so good. :-)",H
I happen to run into this movie one night so I decided to watch it! I was very pleased with the movie... I thought it was a wonderful plot. It's a great feeling knowing a deceased one has come back and you get that second chance to say what you want to say! And this wife stayed devoted for 23 years!!! I thought it was a great movie!!,H
"Ah, the best and funniest movie about female football fans, only slightly better than the 1982 saga of teenage delusion set in North London (qv). By the way, I just watched this on Film 4 [2008-12-21] and am ruing my inability to set the PVR).<br /><br />This is easily my second favourite football movie after ""Mike Bassett: England Manager"", but this time with the added twist of looking like a guerrilla piece of movie-making from a team who apparently keep making movies which are banned in the country in which they are made (just think about the bit where the girls are taken from the stadium just as the Sun is setting: fast reactions all round). <br /><br />It is rare for a movie to make me laugh out loud, but when the rural soldier escorted one of the girls into the lavvies while forcing her to wear an inpromptu mask made from a poster of Ali Daei, I couldn't stop waking the others in the house with my snorts, especially when the young soldier misunderstood the grandfather's calls for assistance... <br /><br />Speaking of the toilets, I just wish I could speak Farsi so that I could work out the writing on the toilet walls (yes, there were a few scribblings in Roman script, but they mostly referred to wanky American rock bands).<br /><br />Also, on the rural-and-Farsi theme, don't you reckon that Omid Djalili sounds like a yokel when he talks Farsi? Listen to the custody sergeant in",H
"Still the definitive program about the Second World War, The World At War isn't just long, but also very informative. The series contains 26 episodes (each episode lasts for about 45 min.), and includes the events leading up to and following in the wake of the war. Most episodes are about the war in Europe, and there are several episodes about the war in the Pacific. Other episodes include information about the wars in Africa, Burma, the Atlantic and the home fronts of Germany, Great Britain, United States and Soviet Union. There is one episode that's dedicated to the Holocaust. The series starts off with the episode A New Germany (1933-1939), and tells about the rise of the Nazis in Germany and German territorial gains prior to the outbreak of war. The series ends with the episode Remember; the war's influence in a post-war world. Remember is a fitting episode to end this great program. Every episode begins with a short introduction and then with opening credits. The credits are accompanied by a powerful music theme. There are many fitting music pieces throughout the series. Each episode is like a mini-film. The footage is fantastic, and so is the way it was put together. In addition, some of the footage is in color. The information included also makes the episodes memorable and entertaining.<br /><br />The series was produced by Jeremy Isaacs for Thames Television (UK). Commissioned in 1969, it took four years to produce, such was the depth of its",H
"Why has this not been released? I kind of thought it must be a bit rubbish since it hasn't been. How wrong can a girl be! This film is, in a word, enthralling.<br /><br />You will be captivated. It holds your attention from the start and its pace never slows.<br /><br />The final part of the film, the ""episode"" as it were (not giving anything away, you saw that in the trailer) is also unmissable. You will chose a favourite, you will be shocked, you wont be able to go and make a cup of coffee because you need to find out what happens. The adrenalin rises and you cant not watch. Cudos to the actors, it's very believable. And it doesn't stop there, they have a final shock for you.<br /><br />It also makes you question reality TV and if you would watch. And how far away from this are we, really? Endemol (who make big brother) made a TV show in Holland last year offering a dying woman's kidney to patients in need of a transplant. The show was revealed at the end to be a hoax, ostensibly to raise awareness of organ donation, but are we getting too close for comfort?",H
"Holes' was a GREAT movie. Disney made the right choice. Every person who I have talked to about it said they LOVED it. Everyone casted was fit for the part they had, and Shia Labeouf really has a future with acting. Sigourney Weaver was perfect for The Warden, she was exactly how I imagined her. everyone who hasn't seen it I recommend it and I guarantee you will 'Dig It'.",H
"This is so exciting! After I saw ""La Roue"" this afternoon, a short, light-hearted little movie, I consider this one a real treat! This is absolutely delightful and one of the most charming pictures I saw this year. It is the more amazing since it is an early talkie and puts some great pictures of the 30's to shame due to its innovative use of sound in cinema. It's simply filled with music and an adorable mood that's really upbeat and, bottom line, it made me happy! Obviously it wouldn't be so difficult to retrieve the lottery ticket the male lead was looking for, but the pace is so exhilarating and the movie is so spectacularly entertaining that I didn't even think of it twice. The comedy is many times hilarious and I think it is even superior to the Marx Brothers, possibly the biggest comedic force of the time. This is rather perfect.",H
"The sexploitation movie era of the late sixties and early seventies began with the allowance of gratuitous nudity in mainstream films and ended with the legalization of hardcore porn. It's peak years were between 1968 and 1972. One of the most loved and talented actresses of the era was Monica Gayle, who had a small but fanatic cult of followers. She was actually able to act, unlike many who filled the lead roles of these flicks, and her subsequent credits proved it. And her seemingly deliberate fade into obscurity right when her career was taking off only heightens her mystique.<br /><br />Gary Graver, the director, was also a talent; probably too talented for the sexploitation genre, and his skill, combined with Monica Gayle's screen presence, makes Sandra, the Making of a Woman, a pleasantly enjoyable experience. The film never drags and you won't have your finger pressed on the fast-forward button.",H
"Joe Buck (Jon Voight) decides he's going to leave his small life in Texas and make it big in the Big City. The women are there for the asking and the men are mainly ""tutti-fruttis."" Wide-eyed, he comes to New York City, not prepared for the series of humiliating misadventures he experiences, one worse than the other. In the middle of that chaos, he meets and befriends Rico ""Ratso"" Rizzo (Dustin Hoffmann), a homeless-looking man who lives in an apparently condemned building.<br /><br />There isn't much of a story as MIDNIGHT COWBOY is a series of vignettes destined to bring forth not only Joe Buck's plights in the City, but also inter-cut to his past and show us in shock cuts and semi-psychedelic dream sequences snippets of his past: his failed relationship with his girlfriend Annie (Jennifer Salt) who was gang-raped, his abandonment by his mother, and his apparent abuse by his grandmother, who also had a habit of hustling men for money. An air of pessimism dominates the film almost from the wistful beginning as Nilsson plays throughout the opening credits his deceptively flowery ""Everybody's Talking'""; we feel that even while we want Joe to eventually make his mark in the City, the odds are high he won't and will end up working for pennies in a dead-end job -- shown in a masterful shot from his outside point of view later in the film as he watches a man work as a dishwasher in a soup kitchen through",H
This is one of my favorite films of all time. Al Pacino acting is at its best and the story is excellent. Too bad it didn't do to well in the 80's when it was first released because people didn't get a chance to experience this classic.,H
"I happened upon this film by accident, and really enjoyed. Timothy Busfield's character is without redeeming qualities, and at one point, Busfield and star Meloni ogle women as they pass by...Meloni's take on the parade is different from Busfield's. Janel Maloney is terrific...She looks very much like Tea Leone, but the major difference here is that Janel can actually ACT. Some very nice things in this film and well worth your attention when it's on cable.",H
"At first glance, it would seem natural to compare Where the Sidewalk Ends with Laura. Both have noirish qualities, both were directed by Otto Preminger, and both star Dana Andrews and Gene Tierney. But that's where most of the comparisons end. Laura dealt with posh, sophisticated people with means who just happen to find themselves mixed-up in a murder. Where the Sidewalk Ends is set in a completely different strata. These are people with barely two nickels to rub together who are more accustomed to seeing the underbelly of society than going to fancy dress parties. Where the Sidewalk ends is a gritty film filled with desperate people who solve their problems with their fists or some other weapon. Small-time hoods are a dime-a-dozen and cops routinely beat confessions out of the crooks. Getting caught-up in a murder investigation seems as natural as breathing.<br /><br />While I haven't seen his entire body of work, based on what I have seen, Dana Andrews gives one of his best performances as the beat-down cop, Det. Sgt. Mark Dixon. He's the kind of cop who is used to roughing up the local hoods if it gets him information or a confession. One night, he goes too far and accidentally kills a man. He does his best to cover it up. But things get complicated when he falls for the dead man's wife, Morgan Taylor (Tierney), whose father becomes suspect number one in the murder case. As Morgan's father means the world to her,",H
"This, ""Prodigal Son"" and ""Eastern Condors"" are my favourite Sammo Hung films. The Fat Dragon is fatter in this outing than he was in ""Condors"", but he's no less sure-footed as director or actor. He is, in fact, at the top of his form and delivers a devastating, brutal actioner that boasts half a dozen amazing sequences and manages to tell a compassionate, sweet love story also. Love and romance are not the director's priorities here, but they serve as curious adjuncts to the action, and insure that viewers don't hit the fast-forward button between the physical clashes.<br /><br />The opening scene, which features a funny light sabre duel, sets a solid but deceptive tone. A sequence in which Sammo's pedicab is chased by a car is beautifully staged and sweetened with a sharp, comic tone. The fast and furious stick fight between Sammo and Lau Kar Leung is a model of dazzling choreography and sharp, superb direction, and easily one of the best ever of its type. The film's violence escalates slowly until, finally, when the climactic showdown comes, we are subjected to some of the most brutal altercations ever seen in a Sammo production. The director/actor's assault on Billy Chow and a house filled with angry, menacing opponents is a bone-cracking, physically punishing delight.<br /><br />Terrific on every level and one of the best martial arts movies ever made.<br /><br />Great score, too.",H
"When I think of Return of the Jedi I think epic. Yeah Ewoks were in there so what? They're an interesting add to the movie (not to mention they are similar to the Vietcong who were also able to take down a technologically advanced army with primitive acts). Jedi is definitely more darker then the rest of the movies. Emperor Palpatine (portrayed by the amazing theater actor Ian McDiarmid) was one the best parts of the movie. Palpatine is so evil and vicious, Vader looks like Mr. Rogers compared to him . Speaking of Darth Vader, what an amazing end to such an iconic character. Vader is truly a modern day Greek tragedy and I think people can now especially understand and appreciate this after Revenge of the Sith came out. His redemption at the end was moving and really brings a happy yet bittersweet feeling to you. The best part was of course the special effects. It's amazing how a film from the early eighties can still stand the test of time with it's graphics. The scenes at Jabba's palace (Leia looks amazing in that metal bikini) and of course the epic three way battle at the end are still stunning to look at. In all Jedi's deep plot and emotional moments (primarily between Luke Vader and Palpatine and when Luke reveals the truth to Leia) and incredible special effects is a fitting end to one of the most beloved franchises in cinema history.",H
"What was there about 1939 that helped produce so many excellent Hollywood films? Well, whatever it was, the magic may also be found in this Columbia picture. It's a long forgotten screwball comedy that Turner Classic Movies has begun to show. (Maltin's movie book does not contain it.) In nearly every department, Amazing Mr. Williams is a jewel.<br /><br />It's the story of a first-rate police detective who can never find the time to marry his intended. As the wedding bells are about to ring, he gets called to the scene of a murder. The lady in question has to learn the hard way not only to enjoy the pursuit of criminals but to belong to the police force. There are a lot of laughs in the process.<br /><br />Melvyn Douglas proved again that he had few peers in light comedy. Joan Blondell was at the peak of her career and is a delight. Edward Brophy and Donald McBride are hilarious.<br /><br />The film goes on a bit too long, but who cares? The screwball comedies are always able to entertain, and this film belongs right in there with the best.",H
"Maybe the greatest film ever about jazz.<br /><br />It IS jazz.<br /><br />The opening shot continues to haunt my reverie.<br /><br />Lester, of course, is wonderful and out of this world.<br /><br />Jo Jones is always a delight (see The Sound of Jazz as well).<br /><br />If you can, find the music; it's available on CD.<br /><br />All lovers of jazz and film noir should study this tremendous jewel.<br /><br />What shadows and light - what music - what a hat!",H
"From the first time I saw the box cover of the movie and the stretched out photography I thought this guy, this friend of the 'Scwarz' must be like 6 foot or 6ft 2in. <br /><br />Not 5 feet tall. Not that, it's his fault. <br /><br />At any rating, I turned on the movie one cool night in Tucson, out on the second story-deck with a good cigar and let it roll. At that time my wife was having an affair and things were going down hill for me, so I needed a good diversion. But, as bad as the movie was...I totally enjoyed it, with a bottle of Merlot too, I might admit. <br /><br />Truly, I have watched this movie many times. It always makes me feel good!! It's not that it 'tries too hard' to be cool or that 'It's so close' to hitting the mark for an action film....It's frantic. And then truly clueless. Then frantic again. It's the best of the best when it comes to a slow speed chase scene. Wow!! I never felt safer in my life. Warm and happy too. I was thankful that they conserved on the gasoline during the chase, due to less production in the summer months...anywho <br /><br />The direction was 'uninspired' the action and fight sequences needed to be choreographed, or re-choreographed and tightened up, the sound was off the delivery didn't hit you, it just kept on going, the other way. The 'locals' of that",H
"Tommy JOnes and Matt Dillon do the gambling world proud. The various moves with the wrists had to be learned as throwing craps is a skill in and of itself.<br /><br />There are a few surprises. AS cynical as we are today, I fully expected the 'good girl' to be crying over his grave, instead of his Buddy's. Especially with her remarks about 'going to the funeral of her best friend', when she first meets Matt. And then of course you expect Matt to kill the guy who threw battery acid in Mr. Allen's face, blinding him (interesting role by Bruce Dern). WRRROOONNNNGGG!!! some of the other Hollywood endings DO happen, but the writing is so excellent, the acting so carefully wrought that you're blissfully unaware.<br /><br />And the music is OUT OF THIS WORLD. Taking us back to the 50s when our 'native passions' were first being unleashed by the music of Ray Charles and Bo Diddley. Even a little racism raring its ugly head in Chicago, but at a club called, wonderfully, 'Biloxi' with a Confederate flag backing up the racist remarks. I'll be watching it again, just to hear the music. Good thing I have the FACTOTUM sound track, so I can listen to that in the car. Watch both together, and you'll see how Matt has matured....playing bar room characters in both. NOw that he owns a bar in the Paramount HOtel in NYC, he probably has great opportunity to do his studies. Great actor, just",H
"Otto Preminger, completing a noir cycle at Twentieth Century Fox, reunited his ""Laura"" leads for this stark, gritty detective drama. Dana Andrews again portrays a cop, but this time he's hardened, cynical and has been accused of police brutality by his superior - ""You don't hate hoods, you liked to beat them up!"". Mark Dixon (Andrews) despises criminals, as his own father was a crook. He doesn't want to be ""Sandy Dixon's kid"" so he became a policeman, but his methods are harsh and hated.<br /><br />One night, investigating a murder, he unknowingly punches a suspect, Ken Paine (Craig Stevens) so hard that it kills him. A shaken Dixon does his best to cover it up, intending to frame a hated thug, Scalise (Gary Merrill) for the crime. However, the blame falls on Paine's father-in-law, Jiggs Taylor (Tom Tully), whose daughter, department store model Morgan Taylor (Tierney) is estranged from her husband but keeps getting drawn into his gambling schemes. Paine had slapped his wife, enraging her father, who did show up at his son-in-law's apartment, but not until Dixon had departed with the body. With no better suspects, Jiggs is arrested and charged.<br /><br />Riddled with guilt, Mark falls for Morgan and offers money for an attorney. He decides to take on Scalise anyway but leaves a letter to be given to the department in the event of his death, confessing everything. In the end, he cannot live with the knowledge with what he has done, and he permits",H
"Midnight Cowboy is not for everybody. It's raw, painful, and realistic but very entertaining. The lead actors Jon Voight and Dustin Hoffman who would go on to become Oscar winning actors deliver amazing performances. Voight as the Texas hustler, Joe Buck, who migrates from small town Texas to New York City to become a hustler. He does not apologize for his chosen profession but it is not that easy. The New York City women like the rich lady played by Georgeann Johnson and Cass played by Oscar nominated Sylvia Miles are different than Texas women. Sadly, Buck is trying to escape from his past life in Texas. He was raised by his grandmother, Sally Buck, played by the wonderful actress Ruth White who died in 1969 from cancer. The locations in New York City are wonderful to watch as is the relationship between Fatso played by Hoffman and Buck's characters evolve into a moving male to male friendship. The men are struggling to survive the New York City life by not playing by the rules like getting a real job. As the film evolves, Buck's past comes to the surface and it's haunting but not clear. The film is not for children but compared to today's films and television programming, Midnight Cowboy might be more tame. I can't forget a young Brenda Vaccaro and a party that you can't forget. It's also a tearjerker of a film, so get your hankies out too.",H
"""Margaritas and Cock...""<br /><br />This tremendously entertaining film grabs you from the opening scene and never stops delivering laughs, surprises and unexpectedly touching moments. I had more fun watching ""The Matador"" than almost any other film from 2005. It is a wacky film with an unforgettable character, played to perfection by Pierce Brosnan.<br /><br />Julian Noble (Brosnan) is a facilitator (hit-man) who specializes in high-end corporate gigs (assassinating rich dudes). He is also experiencing something akin to a mid-life crisis. After coming to realization that he has no real friends, no permanent home and no planned future, he stumbles into a Mexican hotel bar one night and runs into Danny Wright (Kinnear).<br /><br />Danny is a down-on-his-luck family man who is on the verge of losing the big business deal that just might turn things around for him. He loves his wife dearly, especially so since they lost their young son a few years earlier.<br /><br />The two men are chalk and cheese, hardly any common ground other than that they are in the same desolate bar one night. And somehow a conversation is struck that sets in to motion a chain of events that will change their lives forever.<br /><br />The friendship they form reminded me a lot of Laurel and Hardy. One is the straight man and the other is the persistent fool who gets them into trouble. The interplay is superbly timed and finely tuned, due in no small part to the wonderful performances from Brosnan and",H
"Full House came to me when I was about 9. I remember seeing re-runs of America's Funniest Home Videos with Bob Saget, and one day my mom told me that he was also in a show called Full House. One day, I was lucky enough to catch an episode while visiting family. It didn't seem too interesting at first, but as I watched more and more, ever night at 9:00, I would just be so into it.<br /><br />This show really makes you want to be there yourself, hang out with the girls, go places with them, and maybe even join in their little family ""sing-alongs"".<br /><br />The thing I like most about Full House is that it's a great show for kids AND adults of all ages. There will be some parts that are more for adults, then parts that are meant for kids, so that the whole family will enjoy it. No matter how cheesy it can be, it's still a great show, and I would definitely recommend it to anyone.<br /><br />10/10",H
"I remember seeing this movie when I was about 7; and at the time it shocked me. I had seen a violent movie before, but I never saw a movie with the consequences and reality of violence. This movie not only shows this, but it also shows how people can change their lives and choose happiness. What this movie did and crash failed to do was to be truthful. Crash tried to show how racism was bad (and Crash actually had a built-in anti Asian bias) and to come at it from a morally superior position. Grand Canyon came at things from such a raw and real perspective that it actually ends up on a higher ground than crash. Especially when you compare the endings. The ending of crash is this supposedly neat little ending that ties everything up. While Grand Canyon simply ends on a quiet note, where you know nothing much will change in the character's lives but that's because life just goes on too, there's no suitable ending. No matter how good...bad you are. There is no ending of a chapter to begin another.",H
"Watching the commercials for this movie, I was fairly convinced that I was going to loathe it. For one thing, it was one of those ""loosely based on the novel"" movies, which usually means that the book author saw the script, hated it, and refused to be associated with the film. Worse, the trailer showed only the most mundane slapstick imaginable (ex: kid gets squirted in the face with a garden hose...and falls over). So when my little brother got it into his mind that this was the ""must see"" film of the season (of course, he thought the same thing about ""Cars"", ""Over the Hedge"", ""The Ant Bully"", ""Monster House"", etc, etc), I was admittedly less than thrilled.<br /><br />But once at the theater, the film won me over for a variety of reasons. First and foremost, the writers capture 'kid dialogue' better than just about any other children's film I've ever seen. A prime example of this comes directly after the boys' principal accidentally eats a worm stuck in an egg omelet. The boys do a lame, over-exaggerated impression of the principal lecturing them, which makes it realistic since all little kids think (mistakenly) that they do great mocking expressions of their adult tormentors. Then one of the boys asks, ""Why did he say, 'alley oop'?"" Another boy responds, ""Maybe he's crazy!"" and the entire group laughs uproariously. Not an overly witty rejoinder, but exactly the kind of thing a young kid would come up with on the",H
"Saw this movie on its release and have treasured it since. What a wonderful group of actors (I always find the casting one of the most interesting aspects of a film). Really enjoyed seeing dramatic actress Jacqueline Bisset in this role and Wallace Shawn is always a hoot. The script is smart, sly and tongue-in-cheek, poking fun at almost everything ""Beverley Hills"". Loved Paul Bartel's ""doctor"" and Ray Sharkey's manservant. This was raunchy and crude, but thank god! Unless you're a prude, I heartily recommend this movie. FYI for anyone who likes to play six degrees of Kevin Bacon, Mary Woronov & Paul Bartel were in ""Rock & Roll High School"". Mary Woronov and Robert Beltran were in ""Night of the Comet"" together. They were all three in ""Eating Raoul"".",H
"Those who only remember the late Sir Peter Ustinov as Hercule Poirot or a professional raconteur would do well to seek out this charming piece of late '60s satire. Ustinov stars as a convicted embezzler (we first see him during his last day in gaol where he is preparing the prison governor's tax return) who, sensing that the future is in computers, poses (by means of a deft piece of identity theft) as a computer expert and sets out to infiltrate an American multinational.<br /><br />Ustinov (who co-wrote the script) is on top form, as is the delightful Maggie Smith, here unusually cast as an accident-prone cockney-sparrow dolly bird. Bob Newhart also puts in an amusing performance as a suspicious executive who has designs on Maggie Smith. In addition, Karl Malden is satisfyingly sleazy as Ustinov and Newhart's womanising boss.<br /><br />What do I particularly like about this film? Not only is it a well-thought-out 'caper movie' but it's also a touching little love story; Ustinov and Smith are very convincing as the two misfits stumbling into love (the whole scene involving the deck of cards is particularly effective.)<br /><br />So, what is there not to like? Well, the script is no more computer-literate than most films (that is, hardly at all) even though it captures the feel of late '60s 'big iron' business computing quite well. Also there are a couple of small plot glitches that you're not likely to notice until the second or third viewing, but I",H
"I would almost give it 10 out of 10. However, there are some confusing parts as well as sections that are miss-leading which hurt the flow/continuity of the film. The story line is great and well composed; you will definitely want to watch this quietly to fully understand it. The characters are complicated and so is the story line, expect to be given only enough information to stop scratching your head, it's a film where all is explained in the end. The animation is great and the combination of femme fatal and film noir result in a great film that is unlike anything else I've seen in animation. It is a black and white film and its quiet dark in a few scenes so it's worth watching it on a good T.V, or plasma. The character voices do save this film in its English version, but it would have been more convincing if there were some French accents to emphasize that its happening Paris, I enjoyed it more in French with English subtitles. One the whole its well worth buying on DVD or BlueRay if they have it! And personally if you enjoyed this film you might also like; Waking Life & Ghost in a Shell 2 Innocence, this is just a personal suggestion.",H
"i would like to comment the series as a great effort. The story line although requiring a few improvements was pretty well, especially in season 1. Season 2 however became more of a freak show, and lost DA's original charm. Season one story line was more interesting, a light side to the life at Jam pony while a focused serious plot with manticore chasing down the X-series. i was looking forward to new seasons, in fact i still am. I hope the FOX guys and DA production crew realize that a lot of ppl still wait for DA to make a comeback. Even after 2 yrs of it being cancelled, DA can make it big if worked on properly, and i think a name like James Cameron should take on this challenge.",H
"This film isn't just about a school shooting, in fact its never even seen. But that just adds to the power this film has. Its about people and how they deal with tragedy. I know it was shown to the students who survived the Columbine shooting and it provided a sense of closure for a lot of them. The acting is superb. All three main actors (Busy Phillips, Erika Christensen and Victor Garber) are excellent in their roles...I highly recommend this film to anyone. Its one of those films that makes you talk about it after you see it. It provokes discussion of not only school shootings but of human emotions and reactions to all forms of tragedy. It is a tear-jerker but it is well worth it and one i will watch time and time again",H
